title,total_prep_time,servings,ingredients,directions,rating,nutrition
No Bake Fruitcake,,18,"1 pound halved candied cherries, 4 cups chopped pecans, 1 (14 ounce) can sweetened condensed milk, 1 (14 ounce) can coconut milk, 1 cup flaked coconut, 1 cup raisins, 1 teaspoon vanilla extract, 1 (12 ounce) package vanilla wafers, crushed","In a large bowl mix the candied cherries, chopped pecans, sweetened condensed milk, coconut milk, flaked coconut, raisins, vanilla, and crushed vanilla wafers. Batter will be very stiff. Place into pan and store in the refrigerator.",4.3,"Total Fat 29g 37%, Saturated Fat 9g 44%, Cholesterol 7mg 2%, Sodium 116mg 5%, Total Carbohydrate 53g 19%, Dietary Fiber 4g 13%, Total Sugars 32g, Protein 6g, Vitamin C 1mg 6%, Calcium 92mg 7%, Iron 3mg 14%, Potassium 335mg 7%"
Vanilla Cherry Ice Cream,5 hrs 15 mins,8,"2 cups heavy cream, 1 cup milk, ¾ cup white sugar, 1 tablespoon vanilla extract, 1 teaspoon almond extract, 2 cups fresh cherries, pits removed and cut in half","Combine the cream, milk, and sugar in a bowl. Stir until the sugar is completely dissolved. Stir in the vanilla and almond extract. Add the cherries. Pour the mixture into an ice cream maker and churn according to the manufacturer's instructions. Transfer to a freezer-safe container and freeze for at least 2 hours before serving.",4.6,"Total Fat 23g 29%, Saturated Fat 14g 71%, Cholesterol 84mg 28%, Sodium 35mg 2%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 3%, Total Sugars 26g, Protein 3g, Vitamin C 3mg 15%, Calcium 80mg 6%, Iron 0mg 1%, Potassium 174mg 4%"
Dump Cake V,1 hrs 15 mins,18,"1 (21 ounce) can cherry pie filling, 1 (20 ounce) can crushed pineapple, drained, 1 (18.25 ounce) package yellow cake mix, 1 cup margarine, melted, 1 cup flaked coconut, ½ cup chopped walnuts","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.
In the prepared dish, layer the cherry pie filling and the drained pineapple. Sprinkle the dry cake mix over the top, covering evenly. Pour the melted margarine over the cake mix, and sprinkle the top with the coconut and chopped walnuts.
Bake 50 to 60 minutes in the preheated oven, until browned and bubbly.",4.6,"Total Fat 17g 21%, Saturated Fat 4g 18%, Cholesterol 1mg 0%, Sodium 324mg 14%, Total Carbohydrate 39g 14%, Dietary Fiber 1g 5%, Total Sugars 19g, Protein 2g, Vitamin C 4mg 22%, Calcium 54mg 4%, Iron 1mg 4%, Potassium 131mg 3%"
Ice Box Fruitcake,20 mins,14,"1 cup chopped pecans, 1 cup chopped walnuts, 1 cup chopped raisins, 1 (4 ounce) jar maraschino cherries, drained and chopped, 1 (14 ounce) can sweetened condensed milk, 1 (12 ounce) package vanilla wafers, crushed","In a medium bowl, stir together the pecans, raisins, walnuts, cherries, condensed milk and vanilla wafers. Dough will be very thick, you will need to use your hands.
Form dough into a ring shape on top of a dinner plate. Wrap in many layers of plastic wrap and/or aluminum foil. Allow to age in the refrigerator for at least a week. The flavors will have a chance to blend and all of the milk will be absorbed into the cake.",4.6,"Total Fat 18g 23%, Saturated Fat 4g 19%, Cholesterol 10mg 3%, Sodium 111mg 5%, Total Carbohydrate 46g 17%, Dietary Fiber 2g 8%, Total Sugars 23g, Protein 6g, Vitamin C 1mg 6%, Calcium 106mg 8%, Iron 1mg 7%, Potassium 297mg 6%"
Crushed Pineapple Fruitcake,10 hrs 45 mins,14,"¾ cup butter, 1 cup white sugar, 2  eggs, 2 cups all-purpose flour, 2 teaspoons baking powder, 1 teaspoon salt, 1 teaspoon almond extract, 3 cups golden raisins, ½ cup red candied cherries, 1 cup candied mixed fruit peel, 1 (15 ounce) can crushed pineapple with juice","Line an angel food pan with parchment paper and brush with melted butter.
Cream butter or margarine, and then beat in sugar. Beat in eggs one at a time, beating well after each addition. Stir in extract. Mix in flour, baking powder, and salt. Stir in raisins, cherries, pineapple, and mixed peel. Cover bowl and let sit at room temperature, 8 hours to overnight.
Bake at 300 degrees F (150 degrees C) for 2 1/2 hours with a pan of hot water placed on the lowest rack of your oven during baking. Brush warm cake with some melted butter.",4.9,"Total Fat 11g 14%, Saturated Fat 7g 33%, Cholesterol 53mg 18%, Sodium 324mg 14%, Total Carbohydrate 75g 27%, Dietary Fiber 2g 9%, Total Sugars 40g, Protein 4g, Vitamin C 4mg 19%, Calcium 69mg 5%, Iron 2mg 10%, Potassium 303mg 6%"
Cherry Pound Cake,1 hrs 40 mins,12,"2 cups all-purpose flour, 3 teaspoons baking powder, ½ teaspoon salt, 1 cup butter, 1 (8 ounce) package cream cheese, 1 ½ cups white sugar, 4  eggs, 1 teaspoon vanilla extract, 1 teaspoon almond extract, 1 cup maraschino cherries, drained and halved, ¼ cup all-purpose flour","Preheat oven to 325 degrees F (165 degrees C). Grease and flour an 8 inch tube pan. Mix together the flour, baking powder, and salt; set aside.
In a large bowl, cream together the butter, cream cheese, and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla and almond extract. Beat in the flour mixture, mixing just until incorporated. Dredge cherries in 1/4 cup flour, then fold into batter. Spread into prepared pan.
Bake in the preheated oven for 80 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.",4.7,"Total Fat 24g 31%, Saturated Fat 14g 72%, Cholesterol 123mg 41%, Sodium 375mg 16%, Total Carbohydrate 50g 18%, Dietary Fiber 1g 3%, Total Sugars 25g, Protein 6g, Calcium 85mg 7%, Iron 2mg 10%, Potassium 102mg 2%"
Almond Tortoni,8 hrs 35 mins,8,"1  egg white, ¼ cup confectioners' sugar, 1 cup heavy cream, 1 teaspoon sherry wine or Marsala, 1 teaspoon almond extract, 1 cup almond macaroon crumbs, ½ cup ground almonds, 6  red maraschino cherries, chopped, 6  green maraschino cherries, chopped, ¼ cup slivered almonds, 4  maraschino cherries, halved for garnish","In a small bowl, beat egg white until foamy. Gradually beat in sugar, and continue beating until thick and glossy; set aside.
Whip cream in a large bowl. Carefully fold in sherry, almond extract, macaroon crumbs, ground almonds, and chopped red and green cherries. Gently fold egg white into cream mixture.
Spoon into 8 paper baking cups placed in medium size muffin tray. Sprinkle with slivered almonds. Cover muffin tray with clear plastic wrap, then wrap with aluminum foil. Freeze overnight.
To serve: Let sit for 5 minutes at room temperature, then garnish with maraschino cherry halves.",4.5,"Total Fat 19g 24%, Saturated Fat 7g 37%, Cholesterol 41mg 14%, Sodium 26mg 1%, Total Carbohydrate 18g 7%, Dietary Fiber 2g 6%, Total Sugars 13g, Protein 4g, Vitamin C 0mg 1%, Calcium 54mg 4%, Iron 1mg 3%, Potassium 137mg 3%"
Ground Cherry Pie II,55 mins,8,"2 ½ cups ground cherries, ½ cup packed brown sugar, 1 tablespoon all-purpose flour, 2 tablespoons water, 1 (9 inch) pie shell, 3 tablespoons all-purpose flour, 3 tablespoons white sugar, 2 tablespoons butter","Preheat oven to 425 degrees F (220 degrees C).
Wash ground cherries and place in unbaked pie shell. Mix brown sugar and 1 tablespoon flour and sprinkle over cherries. Sprinkle water over top. Mix together 3 tablespoons flour and 3 tablespoons sugar. Cut butter in until crumbly. Top cherry mixture with crumbs.
Bake in the preheated oven for 15 minutes, reduce temperature to 375 degrees F (190 degrees C) and continue to bake for 25 minutes.",4.4,"Total Fat 8g 11%, Saturated Fat 3g 13%, Cholesterol 8mg 3%, Sodium 127mg 6%, Total Carbohydrate 34g 12%, Dietary Fiber 0g 1%, Total Sugars 19g, Protein 2g, Vitamin C 5mg 24%, Calcium 20mg 2%, Iron 1mg 6%, Potassium 41mg 1%"
Paleo Almond Date Cookies,50 mins,24,"2 ½ cups blanched almond flour, 1 cup pitted and chopped dates, ½ cup chopped dried cherries, ½ cup chopped walnuts, 2 tablespoons chia seeds, or more to taste, ½ teaspoon baking soda, ½ teaspoon sea salt, ½ cup coconut oil, 1  egg, 2 tablespoons maple syrup, 1 tablespoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.
Combine almond flour, dates, cherries, walnuts, chia seeds, baking soda, and sea salt in a large bowl; whisk to blend. Add coconut oil, egg, maple syrup, and vanilla extract; blend well with a spoon or fork until dough comes together.
Scoop dough onto prepared baking sheets with a small cookie scoop.
Bake in the preheated oven until edges are golden, about 15 minutes. Turn off oven and let cookies sit with oven door closed, about 10 minutes more. Remove from oven and let cool.",4.6,"Total Fat 13g 17%, Saturated Fat 5g 24%, Cholesterol 8mg 3%, Sodium 67mg 3%, Total Carbohydrate 12g 4%, Dietary Fiber 3g 9%, Total Sugars 8g, Protein 4g, Vitamin C 0mg 1%, Calcium 13mg 1%, Iron 1mg 4%, Potassium 68mg 1%"
Cherry Cream Cheese Cake,,14,"1 (8 ounce) package cream cheese, softened, 1 cup butter, softened, 1 ½ cups white sugar, 1 ½ teaspoons vanilla extract, 4  eggs, 2 ¼ cups all-purpose flour, 1 ½ teaspoons baking powder, ⅛ teaspoon salt, 1 cup candied cherries, halved, ¼ cup all-purpose flour, ½ cup chopped pecans","Preheat oven to 325 degrees F (165 degrees C).
Cream the cream cheese, butter or margarine, sugar, and vanilla together until smooth. Beat in eggs one at a time. Sift together 2 1/4 cup flour, baking powder, and salt; fold into cream cheese mixture. Dredge cherries in 1/4 cup flour, and fold into batter.
Sprinkle pecans over the bottom of an ungreased 10 inch angel food tube pan. Bottom should be completely covered. Add a few more pecans if necessary. Spoon batter into pan on top of nuts.
Bake for about 75 minutes, or until an inserted wooden pick comes out clean. Allow cake to cool in pan. Run knife around outside edge and center tube. Ease cake out of pan, and onto plate.",4.5,"Total Fat 23g 30%, Saturated Fat 13g 63%, Cholesterol 106mg 35%, Sodium 242mg 11%, Total Carbohydrate 47g 17%, Dietary Fiber 1g 4%, Total Sugars 28g, Protein 6g, Calcium 60mg 5%, Iron 2mg 11%, Potassium 90mg 2%"
Maraschino Cherry Nut Cake,2 hrs 20 mins,12,"1 (10 ounce) jar maraschino cherries, 2 ¼ cups sifted cake flour, 2 ½ teaspoons baking powder, ½ teaspoon salt, divided, ½ cup shortening, 1 ⅓ cups white sugar, 3  egg whites, room temperature, ⅔ cup milk, room temperature, ½ cup chopped pecans, ¾ cup butter, room temperature, 6 cups sifted confectioners' sugar, divided, ⅓ cup milk, 6 drops red food coloring, 1 ½ teaspoons vanilla extract, 12  maraschino cherries, with stems","Preheat the oven to 350 degrees F (175 degrees C). Grease and lightly flour two 8- or 9-inch round cake pans or one 9x13-inch cake pan.
Reserve 1/4 cup maraschino cherry juice. Coarsely chop cherries to make 1/2 cup. Set aside.
Sift cake flour, baking powder, and 1/4 teaspoon salt and set aside.
Beat shortening in a large bowl with an electric mixer on medium-high speed for 30 seconds. Add white sugar and beat until well combined. Add egg whites, one at a time, beating well after each.
Combine 2/3 cup milk and reserved 1/4 cup cherry juice. Add the flour and milk mixture alternately to the shortening mixture, beating on low speed after each addition until just combined. Stir in the chopped cherries and nuts. Pour batter into prepared pans.
Bake in the preheated oven until cake springs back when lightly touched with a finger or a tester comes out clean, 20 to 25 minutes for round cakes (or 30 to 35 minutes for a 9x13 inch pan). Cool cakes in pans on a wire rack for 10 minutes, then invert onto a wire rack to cool completely.
To make frosting: Beat butter in a large bowl until fluffy. Gradually add 3 cups sifted confectioners' sugar; beat well. Slowly beat in 1/3 cup milk, vanilla, and remaining 1/4 teaspoon salt. Gradually beat in the remaining 3 cups sifted confectioners' sugar. Beat in additional milk (1 to 2 tablespoons) if needed, to make the frosting spreading consistency. If desired, tint the frosting pink by adding 6 drops red food coloring.
Once the cake is completely cool, frost with butter frosting and decorate with maraschino cherries with stems.",3.9,"Total Fat 24g 31%, Saturated Fat 10g 50%, Cholesterol 32mg 11%, Sodium 304mg 13%, Total Carbohydrate 114g 41%, Dietary Fiber 1g 4%, Total Sugars 82g, Protein 4g, Vitamin C 0mg 1%, Calcium 97mg 7%, Iron 2mg 13%, Potassium 135mg 3%"
Bing Cherry Congealed Salad,,9,"1 (16.5 ounce) can pitted Bing cherries, drained, juice reserved, 1 (15 ounce) can crushed pineapple, drained with juice reserved, 1 (6 ounce) package cherry Jell-O®, 1 (3 ounce) package cream cheese, 6 fluid ounces cola-flavored carbonated beverage, 1 cup chopped pecans","In a sauce pan, combine reserved cherry juice and pineapple juice to equal 1 cup. Bring to boil, add gelatin and whisk together. Remove from heat and add cream cheese and blend together until smooth.
Add cola and beat until mixture becomes fluffy. Fold in cherries, pineapple, and nuts. Pour into molded container, chill 6 to 8 hours or until firm.",4.3,"Total Fat 12g 16%, Saturated Fat 3g 14%, Cholesterol 10mg 3%, Sodium 116mg 5%, Total Carbohydrate 35g 13%, Dietary Fiber 2g 8%, Total Sugars 32g, Protein 4g, Vitamin C 6mg 29%, Calcium 30mg 2%, Iron 1mg 5%, Potassium 185mg 4%"
Cherry Cheese Pie I,2 hrs 15 mins,8,"1 (9 inch) prepared graham cracker crust, 1 (8 ounce) package cream cheese, softened, ½ cup white sugar, 2 cups frozen whipped topping, thawed, 1 (21 ounce) can cherry pie filling","In a medium mixing bowl, beat together softened cream cheese and sugar until light and fluffy. Fold in whipped topping and blend until mixture is smooth. Spread into graham cracker crust and spoon pie filling over top. Cover with plastic wrap and chill 2 hours before serving.",4.7,"Total Fat 21g 27%, Saturated Fat 12g 58%, Cholesterol 31mg 10%, Sodium 251mg 11%, Total Carbohydrate 56g 20%, Dietary Fiber 1g 3%, Total Sugars 27g, Protein 4g, Vitamin C 3mg 14%, Calcium 37mg 3%, Iron 1mg 6%, Potassium 138mg 3%"
Cherry Pie with Almond Crumb Topping,1 hrs 50 mins,8,"1  1 (9 inch) unbaked pie crust (see footnote for recipe link), ½ cup slivered almonds, ½ cup light brown sugar, ⅓ cup rolled oats, ⅓ cup all-purpose flour, ¾ teaspoon salt, 6 tablespoons cold, unsalted butter, cut into pieces, 2 pounds cherries, pitted, ½  lemon, juiced, ⅓ cup white sugar, or more to taste, ¼ cup cornstarch","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil.
Roll out pie crust and lay into a 9-inch pie pan.
Combine almonds, brown sugar, oats, flour, and salt in a large bowl. Work butter into the almond mixture with your fingers, breaking up any large pieces, until incorporated completely. Cover and chill for 15 minutes.
Combine cherries, lemon juice, white sugar, and cornstarch. Stir until well coated and no dry lumps remain, 3 to 4 minutes.
Pour cherries and any accumulated juices into the prepared pie pan. Press down into the pan. Crumble oat mixture over the top. Place the pan on the prepared baking sheet.
Bake in the preheated oven until cherries are bubbling and the crust and crumble topping are browned, about 1 hour 15 minutes. Let cool completely.











Unknown
",4.7,"Total Fat 167g 215%, Saturated Fat 63g 315%, Cholesterol 183mg 61%, Sodium 3214mg 140%, Total Carbohydrate 503g 183%, Dietary Fiber 39g 140%, Total Sugars 306g, Protein 43g, Vitamin C 105mg 526%, Calcium 457mg 35%, Iron 15mg 83%, Potassium 2879mg 61%"
Cherry Cheesecake Brownies,1 hrs 50 mins,18,"1 cup butter, 2 cups white sugar, ⅔ cup cocoa powder, 4  eggs, 2 teaspoons vanilla extract, 1 cup gluten-free all purpose baking flour, ½ teaspoon gluten-free baking powder, ¼ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan.
Melt butter in the microwave, about 1 minute. Stir in sugar and cocoa powder. Blend in 4 eggs, one at a time, using an electric mixer; add vanilla extract. Combine flour (see Cook's Note), baking powder, and salt in a small bowl, and add to the batter. Mix until well combined and pour into the prepared baking pan. Level with a knife or spatula.
Beat together cream cheese, sugar, and 1 egg in a second bowl until smooth. Dollop the cream cheese mixture on top of the brownie batter.
Separate cherries from the jelled filling and dollop them over the cream cheese mixture, saving leftover jelly for another use if desired. Swirl together using a knife.
Bake in the preheated oven until brownies are set and edges pull away from the sides of the pan, 35 to 45 minutes. Remove from the oven and cool thoroughly before cutting into bars.",4,"Total Fat 17g 21%, Saturated Fat 10g 50%, Cholesterol 93mg 31%, Sodium 183mg 8%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 7%, Total Sugars 26g, Protein 4g, Vitamin C 1mg 6%, Calcium 31mg 2%, Iron 1mg 6%, Potassium 152mg 3%"
